title,title_en,general_field,authors,source,path
,The Unspoken in the Speech of Symbolism School,,"[""Basheer Thabit Mohammed, Lateef Mahmoud Mohammed Al-Ghariri""]",ajsrp,finalpdfs/4554-4307.pdf
,Words that the AlDane was silent about in Ottoman painting In the Alifat,,"[""Mohamed Salem Harsha""]",ajsrp,finalpdfs/4159-3919.pdf
,Description sentence between nominative and verbal and different grammarians in it,,"[""Mohamed Bashir Harba, Zamri Arifin, Hakim Zainal""]",ajsrp,finalpdfs/4154-3920.pdf
,The Names of the Letters for Al Khalil Bin Ahmad A Lexical Morphological Study,,"[""Sara Hassan Saeed Alzahrani""]",ajsrp,finalpdfs/4155-3921.pdf
,Poetry of wine in Ibn Zaidouns Andalusian Diwan An objective analytical study,,"[""Hamzah Abed-Alsalam Al-Khatatneh""]",ajsrp,finalpdfs/4156-3922.pdf
,Social adjustment and self esteem among a sample of visitors and non visitors to the psychological clinic after being exposed to psychological trauma Sexual harassment as an example,,"[""Zahraa Hussain Almosawi, Ahmad Fadhel Alkout, Mohammad Abd Alali Akbar""]",ajsrp,finalpdfs/4157-3923.pdf
,Formation of Consciousness of Fictional Characters Reading in the novel AlMasarrat Wal Awja Joys and Pains,,"[""Kawthar Muhammed Ali Jabara""]",ajsrp,finalpdfs/4160-3924.pdf
,The verbal correlations in the dictionary of Abu Hilal alAskari are names of the remains of things in the manner of the letters of the dictionary,,"[""Alwah Hazam Muslah Aloreany""]",ajsrp,finalpdfs/3801-3596.pdf
,Vocal Harmony in Zaid Bin Ali Reading,,"[""Leena Ali Al-Jarrah, Mustafa Hasan Alqudah""]",ajsrp,finalpdfs/3802-3597.pdf
,The influence of Islam on forming images in the Umayyad poetry,,"[""Rehab AbdUlmohsen Al- Qurashi""]",ajsrp,finalpdfs/3803-3598.pdf
,The Expressive Value of The Segmental Phonemes The Ayahs Describing The Battle of Uhud As A Model,,"[""Raweh Hamid Albar, Aisha Saleh Babssal""]",ajsrp,finalpdfs/3804-3599.pdf
,Responses of AlZamlkani Died in 651 Hijri in his book Ghayat Al muhassal fi sharh Al mofassal to AlZamakhshari and AbnAl Hajeb in the names section presentation and study 651,,"[""Wadha Ahmad Mossad Al-Wargash""]",ajsrp,finalpdfs/3805-3600.pdf
,Slimyah Sect and its Doctrinal Opinions on the Divine Self in the Light of Islamic Doctrine,,"[""Eisa Rabeeh Ahmad""]",ajsrp,finalpdfs/3806-3601.pdf
,Trends of criticism between the two caliphs Omar bin Alkhatab and Abdulmalek bin Marwan A comparative study of environment effect,,"[""Awadh Ahmed Hasan""]",ajsrp,finalpdfs/3407-3250.pdf
,Analyzing the content of the poetic discourse in the poem Bant Souad A study in light of the solidarity strategy,,"[""Hosam Mohammad Al-Btoosh""]",ajsrp,finalpdfs/3410-3251.pdf
,Technology and Conceptual Art in Fashion Shows and Designs by Iris Van Herpen,,"[""Dalal Abdullah Al-Harthy Al-Shareef""]",ajsrp,finalpdfs/3412-3252.pdf
,The Relationship between the Verbal Composition of a Language and the Mental Image of the Speaker or Writer,,"[""Abdallah Ali Althory""]",ajsrp,finalpdfs/3413-3253.pdf
,Awad Al Qawzi and the issues of the grammatical term,,"[""Ibrahem Humaidan Al- Mutairi""]",ajsrp,finalpdfs/3414-3254.pdf
,The Effectiveness of the Landa Model on the Development of Innovative Thinking Skills and the Acquisition of Jurisprudential Concepts Among the Students of the Tenth Grade in Jordan,,"[""Yaseen Ali Al- Maqosi""]",ajsrp,finalpdfs/3415-3255.pdf
,The Miraculous in The Stories of Prophets 427,,"[""Sherefah Ibrahim Bintaleb""]",ajsrp,finalpdfs/3416-3256.pdf
,The Effectiveness of Educational Program based on Explanation of Judgments and the Embodiment of Ideas in Acquisition of Jurisprudential Concepts and Developing Logical Thinking Skills among Secondary Stage Male Students in the State of Kuwait,,"[""Frahan Ibrahim Al- Shammary, Yaseen Ali Al- Maqosi""]",ajsrp,finalpdfs/3108-2941.pdf
,Coronas Reflections on Contemporary Arabic Poetry Corona Pandemic Poem by Hashem AlBashir As a model,,"[""Salih Shuaib Salih, Maha Ahmed Ismail""]",ajsrp,finalpdfs/3109-2942.pdf
,Jordanian womens use of documentary programs and the fulfilment gained from them AlJazeera Documentary Channels and National Geographic Abu Dhabi as examples,,"[""Odai Ahmad Qaqish, Mohammad Hashem Al-Momani""]",ajsrp,finalpdfs/3110-3015.pdf
,Relative linguistics theory and ancient Arabic grammar,,"[""Ryhanah Abdullah Al-Ansary""]",ajsrp,finalpdfs/3111-2944.pdf
,Towards Teaching Contemporary Arabic Linguistics between Theorizing and Application,,"[""Sahli Djelloul, Khaldi Hicham""]",ajsrp,finalpdfs/3116-2945.pdf
,Competencies and their Role in Teaching Human Sciences The Didactics of History in Tunisia as a model,,"[""Ramzi Ben Mohamed Tej""]",ajsrp,finalpdfs/3112-2946.pdf
,Revival of the Abbasid caliphate in Cairo In light of inscriptions on Mamluk coins 659 AH 1261CE 6591261,,"[""Elshahat Anwar Barakat""]",ajsrp,finalpdfs/3113-3016.pdf
,The extent to which private schools in Shafa Badran area Amman implement their educational and legal obligations to apply online education in light of Corona pandemic,,"[""Omar musa mahasneh, Othman Ibrahim bnitaha""]",ajsrp,finalpdfs/3114-3017.pdf
,Obstacles facing the application of the law of protection from abuse from the point of view of workers in the Social Protection Department in Makkah AlMukarramah Region,,"[""Fahad Ahmad Apopakr Almalki""]",ajsrp,finalpdfs/3115-2949.pdf
,The Jurisprudential Maxim Translators Statement is Absolutely Accepted Between Islamic Law and Civil Procedures Law in the Sultanate of Oman And Contemporary Applications,,"[""Fahad Khamis Ahmad Al-Fahdi""]",ajsrp,finalpdfs/2812-2631.pdf
,Text coherence in Surat Abs Referral as a template,,"[""Yasmine Abdullah Saad""]",ajsrp,finalpdfs/2813-2632.pdf
,Verbal Subscribers of Matin Al Shatibya Collection and Study,,"[""Othman Rashid Majeed""]",ajsrp,finalpdfs/2814-2633.pdf
,The means of modern technology and their impact on worships Purity Prayer as a model A Jurisprudential Study,,"[""Emad Hamdy Abdelsamed Abdelhamed""]",ajsrp,finalpdfs/2815-2634.pdf
,The position of the Algerian national movements on the Palestinian issue 1936 1948 1936 1948,,"[""Sami Mohammed Alqam""]",ajsrp,finalpdfs/2816-2635.pdf
,Human and Idea in the polyphonic novel Blood and Fires Tetralogy of Abdolmalek Mortadh as a model,,"[""Mamoun Abdelouahab, Tehirichi Abdelhafid""]",ajsrp,finalpdfs/2817-2636.pdf
,Aesthetic Rhythm poetic image in the poems of Alhadirah Thubiani,,"[""Awwad Ahmad Aldandan""]",ajsrp,finalpdfs/2818-2637.pdf
,The Verbal Participation in Arabic Language A Linguistics Study,,"[""Alaa Taref Garibeh""]",ajsrp,finalpdfs/2527-2388.pdf
,The Argumentation in the Message of Sahl Bin Haroun to his Cousins of AL Rahboon,,"[""Ahmad Abdalkareem Al- Molqi""]",ajsrp,finalpdfs/2528-2389.pdf
,AlMalaqi grammatical opinions in Mughni AlLabibs Book A linguistic descriptive study,,"[""Ahyaf Abdel Azeze Burini""]",ajsrp,finalpdfs/2529-2390.pdf
,Cohesion and harmony in the poem Three Pictures by poet Mahmoud Darwish,,"[""Ahmed Mohammad Albzour""]",ajsrp,finalpdfs/2530-2391.pdf
,Proverbs in Ithaf Zawi Al istehqaq bi baad Morad Al Mouradi wa Zawaed Abi Ishaq Grammar study,,"[""Sarah Abdullah Alsabih""]",ajsrp,finalpdfs/2531-2392.pdf
,Duality Linguistic and Its Impact on Arabic Language,,"[""Tamam Hamad Almnaizl""]",ajsrp,finalpdfs/2532-2393.pdf
,Memory of representation of social life in the explanation of Al zouzni for the sleepless seven,,"[""Mohammed Yamani Mebirik""]",ajsrp,finalpdfs/2533-2394.pdf
,The level of reflective thinking among mathematics teachers of the first three school classes in Jordan,,"[""Awad Mufleh Alkhazam""]",ajsrp,finalpdfs/2534-2395.pdf
,The Impact of Knowledge Sharing on the Services Provided by of Security and Safety Employees in Saudi Telecom Company,,"[""Yousef saeed alghamdi""]",ajsrp,finalpdfs/2233-2106.pdf
,Technical construction tools in a novel The Dream of Long Distance by Suleiman Al Qawabba,,"[""Osama Mohamed El- Shishiny""]",ajsrp,finalpdfs/2235-2108.pdf
,Satirical argument in political discourse,,"[""Cherif rym""]",ajsrp,finalpdfs/2236-2109.pdf
,The Polyphony of Closed Space in the Contemporary Saudi Narration,,"[""Mishal Fadhi al- Moghairi""]",ajsrp,finalpdfs/2237-2110.pdf
,Features of communicative in Arabic grammar,,"[""Sefaa Ali Al-maqabelah""]",ajsrp,finalpdfs/2238-2111.pdf
,The Sub Laplacian on The Heisenberg Group and Its Spectral Properties,,"[""Soha Ali Salamah""]",ajsrp,finalpdfs/2239-2112.pdf
,The difference in the versions of the book and its impact on the understanding of the words of Sippoy Abu Nasr Al Qurtubi d 401 AH model 401,,"[""Ghareeb Abdulrahman Abdullah Al- Adyani""]",ajsrp,finalpdfs/1992-1901.pdf
,Social norms in pre Islamic poetry Antara bin Shaddad as a model,,"[""Huda Qism Allah Mustafa""]",ajsrp,finalpdfs/1993-1902.pdf
,The Semantic Structure of narrative discourse in the novel The Alley of Mudaq by Naguib Mahfouz,,"[""Laila Othman Abdalla""]",ajsrp,finalpdfs/1994-1903.pdf
,The strategy of conflict of interpretations in the poem dream of an empty night by the poet Ahmed Abdel Moaty Hijaz,,"[""Mahmoud Khalif Khudair Obaid Hayani""]",ajsrp,finalpdfs/1995-1904.pdf
,The functional shift in social media prepositions and conjunction as a sample,,"[""NUJUD ISMAIL ALANAZI, MOHD AZIDAN ABDUL JABAR, ABDURRAUF HASSAN, ABULHALIM BIN MOHAMAD""]",ajsrp,finalpdfs/1996-1905.pdf
,Reference in selected articles of Dr Ibrahim Al Turkis book Wafq al tawqt al Arab,,"[""Norah Abdullah Al-Sohebani,  Amal Othman Al- Atta""]",ajsrp,finalpdfs/1997-1906.pdf
,Maximizing Rituals of Pilgrimage A Communicative Cognitive Analysis,,"[""Mohammed Babiker Alawad""]",ajsrp,finalpdfs/2011-1919.pdf
,Morphological Terms in the Textbooks of Morphology A study of their concepts Overlapping and Forms substitution,,"[""Abu Haneefa Omer AlShareef Ali Omer, Entesar Mahdadi Abdallah ElSiddig""]",ajsrp,finalpdfs/1761-1685.pdf
,Tense in the Principles of Semantics,,"[""Deeaa Hussin Mouheb Aldeen""]",ajsrp,finalpdfs/1762-1686.pdf
,The linguistics characterstics of Bni Sofyans dialect An analytic descriptive study,,"[""Afrah Mohsen Al-salmi""]",ajsrp,finalpdfs/1763-1687.pdf
,The concept of sentence between sentence grammar and text grammar,,"[""Hasan Mohammed Mfreg""]",ajsrp,finalpdfs/1764-1688.pdf
,The contradictory duals The meaning and the term,,"[""Khaled Abd alazaiz Hassan""]",ajsrp,finalpdfs/1765-1689.pdf
,Mechanisms of Generating the Arabic Term,,"[""Najat Amhamad Hussein""]",ajsrp,finalpdfs/1766-1690.pdf
التحليل المبني على نظم المعلومات الجغرافية للتغيرات السكانية في محافظة عمان (2010-2015),the GIS-Based Analysis of Population Changes in Amman Governorate  (2010–2015),Art,"[""Eman  B. F. Al-Zbon"", ""Professor Dr. Yusra Al-Hasban""]",AM,finalpdfs/Art_1.pdf
مكانة القاضي الجماعي في الأندلس: النشأة والتطور والواجبات القضائية في العصر الأموي *,"The Position of Group Judge in Al-Andalus: The Establishment, Development and the Judicial Duties in the Umayyad Era *",Art,"[""Abdullah A. K. Dandan"", ""Yousef Bani Yassin""]",AM,finalpdfs/Art_4.pdf
فاعلية برنامج علاجي قائم على النظم الأسرية الداخلية في تحسين التنظيم الانفعالي لدى طلاب الجامعة,The Effectiveness of a Treatment Program Based on Internal Family Systems to Improve Emotional Regulation among University Students,Edu,"[""Liwaa Khalil Al-Dasouqi""]",AM,finalpdfs/Edu_5.pdf
أثر الرضا الوظيفي على الالتزام التنظيمي لدى مديري المدارس الثانوية مع الإشارة بشكل خاص إلى المدارس الحكومية في محافظة إربد – الأردن,The The Impact Of Job Satisfaction On Organizational Commitment Among Secondary School Principals With Special Reference To Public Schools In The Irbid Governorate –Jordan,Edu,"[""alaa harahsheh"", ""Ziyad  M. Al-Gonmeen""]",AM,finalpdfs/Edu_6.pdf
أثر طرق التدريس لمعلمي التربية المهنية في اكتساب المهارات المهنية لدى الطلاب,The Impact of Teaching Methods of Vocational Education Teachers on Acquiring Vocational Skills Among Students,Edu,"[""Zaid Daher Khalaf Hazaimeh""]",AM,finalpdfs/Edu_7.pdf
درجة استخدام الذكاء الاصطناعي في اتخاذ القرار الإداري لدى القيادات الأكاديمية في جامعة آل البيت.,The Degree of Artificial Intelligence Utilization in Administrative Decision-making among Academic Leaders at Al al-Bayt University.,Edu,"[""Lutfi Al-Masaeed"", ""Muhammad Al-Hawamdeh"", ""Muhammad Al-Harahsheh""]",AM,finalpdfs/Edu_8.pdf
السمات القيادية والإدارية لمعلمي التربية الرياضية في مديرية التربية والتعليم للمنطقة الجامعية وعلاقتها بتعزيز مفهوم الرياضة المدرسية الحديثة من وجهة نظرهم,Leadership and Administrative Traits of Physical Education Teachers in the Directorate of Education for the University District and their Relationship in Reinforcing the Concept of Modern School Sports from their perspective,Edu,"[""Yassin Ali Al-Maharmeh""]",AM,finalpdfs/Edu_9.pdf
القدرة التنبؤية لتنظيم الانفعالات في جودة الحياة المهنية لدى أخصائيي الصحة النفسية في مخيمات اللاجئين المتضررة من الصراعات,Predictive Ability of Emotion Regulation in the Quality of Professional Life among Mental Health Professionals in Refugee Camps Conflict-Affected,Edu,"[""Ahmed  Bani Khalid"", ""Omar  Al-Adamat"", ""Ibrahim  Bani Khalid""]",AM,finalpdfs/Edu_10.pdf
فاعلية استراتيجية فيجوتسكي للتعلم التوليدي في بناء المفاهيم على مستوى التحصيل والاحتفاظ بالتعلم في مقرر استراتيجيات التدريس لطالبات السنة الرابعة تخصص تربية الطفل,The effectiveness of Vygotsky's generative learning strategy in building concepts at the level of achievement and retention of learning impact in the teaching strategies course for fourth-year female students majoring in child education,Edu,"[""Raed Ahmad Al-Karimeen""]",AM,finalpdfs/Edu_11.pdf
واقع تخطيط التعاقب القيادي في جامعة آل البيت من وجهة نظر أعضاء هيئة التدريس,The Status Que of Leadership Succession Planning at Al al-Bayt University from Faculty Members’ Points of View,Edu,"[""Musalm Al-Shorofat"", ""Mahmoud  Al-Meqdadi"", ""Mohammed Al-Hawamdeh""]",AM,finalpdfs/Edu_12.pdf
دور الجامعات الأردنية في تعزيز التربية الأخلاقية لدى طلبتها للتعامل مع العصر الرقمي,The Role of Jordanian Universities in Enhancing Ethical Education Among Their Students to Deal with the Digital Age,Edu,"[""Faten M. Abu Salah"", ""Mohammad AlZboon""]",AM,finalpdfs/Edu_13.pdf
الاتجاهات نحو BTEC لدى طلبة الصف العاشر وأولياء أمورهم في محافظة إربد,Attitudes Towards BTEC among Tenth Grade Students and Their Parents in Irbid District,Edu,"[""sohaib alrefai""]",AM,finalpdfs/Edu_14.pdf
درجة الكفاءة الذاتية الرقمية وعلاقتها بمهارات معالجة المعلومات لدى طلبة الجامعة الأردنية,The Degree of Digital Self-Efficacy and Its Relationship to Information Processing Skills Among University of Jordan Students,Edu,"[""Israa A. Al-Adwan"", ""Ferial Abu Awwad""]",AM,finalpdfs/Edu_15.pdf
أثر استخدام البرمجيات الإلكترونية في تحسين مهارات الاستماع لدى طلبة الصف الخامس الأساسي في محافظة الزرقاء,The Impact of the Use of Electronic Software on Improving  the Listening Skills of Fifth Grade Students in Zarqa Governorate,Edu,"[""Shorouq H. Al-Amash"", ""Hamoud M. Al-Olimat"", ""Mamoun  Al-Zbon""]",AM,finalpdfs/Edu_16.pdf
آليات الدفاع الأولية لدى طلبة الجامعة من ذوي الإعاقة: دراسة مقارنة,Primary Defense Mechanisms among University Students with Disabilities: A Comparative Study,Edu,"[""alia Al-oweidi"", ""Randa A. Barakat""]",AM,finalpdfs/Edu_17.pdf
أثر التدفقات النقدية التشغيلية والأرباح التشغيلية على التوزيعات النقدية: الذمم المدينة كمتغير معتدل في الشركات الصناعية المساهمة العامة الأردنية,The Impact of Operating Cash Flows and Operating Profits on Cash Dividends: Accounts Receivable as a Moderating Variable in Jordanian Public Shareholding Industrial Companies,Bus,"[""Muhammad Ali Alhayek"", ""Dhaifallah Aleimat""]",AM,finalpdfs/Bus_18.pdf
أثر القيادة التحويلية على جودة الحياة الوظيفية: دراسة ميدانية في شركات التأمين الأردنية,The Impact of Transfomational Leadership on the Qulaity of Work Life: A Field Study  in Jordanian Insurance Companies,Bus,"[""Safa Al Olimat""]",AM,finalpdfs/Bus_19.pdf
,,Agricultural,,ARPD,finalpdfs/100.pdf
,,Agricultural,,ARPD,finalpdfs/101.pdf
,,Agricultural,,ARPD,finalpdfs/102.pdf
,,Agricultural,,ARPD,finalpdfs/103.pdf
,,Agricultural,,ARPD,finalpdfs/104.pdf
,,Agricultural,,ARPD,finalpdfs/105.pdf
,,Agricultural,,ARPD,finalpdfs/106.pdf
,,Agricultural,,ARPD,finalpdfs/107.pdf
,,Agricultural,,ARPD,finalpdfs/108.pdf
,,Agricultural,,ARPD,finalpdfs/109.pdf
,,Agricultural,,ARPD,finalpdfs/10.pdf
,,Agricultural,,ARPD,finalpdfs/110.pdf
,,Agricultural,,ARPD,finalpdfs/111.pdf
,,Agricultural,,ARPD,finalpdfs/112.pdf
,,Agricultural,,ARPD,finalpdfs/113.pdf
,,Agricultural,,ARPD,finalpdfs/114.pdf
,,Agricultural,,ARPD,finalpdfs/115.pdf
,,Agricultural,,ARPD,finalpdfs/116.pdf
,,Agricultural,,ARPD,finalpdfs/117.pdf
,,Agricultural,,ARPD,finalpdfs/118.pdf
,,Agricultural,,ARPD,finalpdfs/119.pdf
,,Agricultural,,ARPD,finalpdfs/11.pdf
,,Agricultural,,ARPD,finalpdfs/120.pdf
,,Agricultural,,ARPD,finalpdfs/121.pdf
,,Agricultural,,ARPD,finalpdfs/122.pdf
,,Agricultural,,ARPD,finalpdfs/123.pdf
,,Agricultural,,ARPD,finalpdfs/124.pdf
,,Agricultural,,ARPD,finalpdfs/125.pdf
,,Agricultural,,ARPD,finalpdfs/126.pdf
,,Agricultural,,ARPD,finalpdfs/127.pdf
,,Agricultural,,ARPD,finalpdfs/128.pdf
,,Agricultural,,ARPD,finalpdfs/129.pdf
,,Agricultural,,ARPD,finalpdfs/12.pdf
,,Agricultural,,ARPD,finalpdfs/130.pdf
,,Agricultural,,ARPD,finalpdfs/131.pdf
,,Agricultural,,ARPD,finalpdfs/132.pdf
,,Agricultural,,ARPD,finalpdfs/133.pdf
,,Agricultural,,ARPD,finalpdfs/134.pdf
,,Agricultural,,ARPD,finalpdfs/135.pdf
,,Agricultural,,ARPD,finalpdfs/136.pdf
,,Agricultural,,ARPD,finalpdfs/137.pdf
,,Agricultural,,ARPD,finalpdfs/138.pdf
,,Agricultural,,ARPD,finalpdfs/139.pdf
,,Agricultural,,ARPD,finalpdfs/13.pdf
,,Agricultural,,ARPD,finalpdfs/140.pdf
,,Agricultural,,ARPD,finalpdfs/141.pdf
,,Agricultural,,ARPD,finalpdfs/142.pdf
,,Agricultural,,ARPD,finalpdfs/143.pdf
,,Agricultural,,ARPD,finalpdfs/144.pdf
,,Agricultural,,ARPD,finalpdfs/145.pdf
,,Agricultural,,ARPD,finalpdfs/146.pdf
,,Agricultural,,ARPD,finalpdfs/147.pdf
,,Agricultural,,ARPD,finalpdfs/148.pdf
,,Agricultural,,ARPD,finalpdfs/149.pdf
,,Agricultural,,ARPD,finalpdfs/14.pdf
,,Agricultural,,ARPD,finalpdfs/150.pdf
,,Agricultural,,ARPD,finalpdfs/151.pdf
,,Agricultural,,ARPD,finalpdfs/152.pdf
,,Agricultural,,ARPD,finalpdfs/153.pdf
,,Agricultural,,ARPD,finalpdfs/154.pdf
,,Agricultural,,ARPD,finalpdfs/155.pdf
,,Agricultural,,ARPD,finalpdfs/156.pdf
,,Agricultural,,ARPD,finalpdfs/157.pdf
,,Agricultural,,ARPD,finalpdfs/158.pdf
,,Agricultural,,ARPD,finalpdfs/159.pdf
,,Agricultural,,ARPD,finalpdfs/15.pdf
,,Agricultural,,ARPD,finalpdfs/160.pdf
,,Agricultural,,ARPD,finalpdfs/161.pdf
,,Agricultural,,ARPD,finalpdfs/162.pdf
,,Agricultural,,ARPD,finalpdfs/163.pdf
,,Agricultural,,ARPD,finalpdfs/164.pdf
,,Agricultural,,ARPD,finalpdfs/165.pdf
,,Agricultural,,ARPD,finalpdfs/166.pdf
,,Agricultural,,ARPD,finalpdfs/167.pdf
,,Agricultural,,ARPD,finalpdfs/168.pdf
,,Agricultural,,ARPD,finalpdfs/169.pdf
,,Agricultural,,ARPD,finalpdfs/16.pdf
,,Agricultural,,ARPD,finalpdfs/170.pdf
,,Agricultural,,ARPD,finalpdfs/171.pdf
,,Agricultural,,ARPD,finalpdfs/172.pdf
,,Agricultural,,ARPD,finalpdfs/173.pdf
,,Agricultural,,ARPD,finalpdfs/174.pdf
,,Agricultural,,ARPD,finalpdfs/175.pdf
,,Agricultural,,ARPD,finalpdfs/176.pdf
,,Agricultural,,ARPD,finalpdfs/177.pdf
,,Agricultural,,ARPD,finalpdfs/178.pdf
,,Agricultural,,ARPD,finalpdfs/179.pdf
,,Agricultural,,ARPD,finalpdfs/17.pdf
,,Agricultural,,ARPD,finalpdfs/180.pdf
,,Agricultural,,ARPD,finalpdfs/181.pdf
,,Agricultural,,ARPD,finalpdfs/182.pdf
,,Agricultural,,ARPD,finalpdfs/183.pdf
,,Agricultural,,ARPD,finalpdfs/184.pdf
,,Agricultural,,ARPD,finalpdfs/185.pdf
,,Agricultural,,ARPD,finalpdfs/186.pdf
,,Agricultural,,ARPD,finalpdfs/187.pdf
,,Agricultural,,ARPD,finalpdfs/188.pdf
,,Agricultural,,ARPD,finalpdfs/189.pdf
,,Agricultural,,ARPD,finalpdfs/18.pdf
,,Agricultural,,ARPD,finalpdfs/190.pdf
,,Agricultural,,ARPD,finalpdfs/191.pdf
,,Agricultural,,ARPD,finalpdfs/192.pdf
,,Agricultural,,ARPD,finalpdfs/193.pdf
,,Agricultural,,ARPD,finalpdfs/194.pdf
,,Agricultural,,ARPD,finalpdfs/195.pdf
,,Agricultural,,ARPD,finalpdfs/196.pdf
,,Agricultural,,ARPD,finalpdfs/197.pdf
,,Agricultural,,ARPD,finalpdfs/198.pdf
,,Agricultural,,ARPD,finalpdfs/199.pdf
,,Agricultural,,ARPD,finalpdfs/19.pdf
,,Agricultural,,ARPD,finalpdfs/1.pdf
,,Agricultural,,ARPD,finalpdfs/200.pdf
,,Agricultural,,ARPD,finalpdfs/201.pdf
,,Agricultural,,ARPD,finalpdfs/202.pdf
,,Agricultural,,ARPD,finalpdfs/203.pdf
,,Agricultural,,ARPD,finalpdfs/204.pdf
,,Agricultural,,ARPD,finalpdfs/205.pdf
,,Agricultural,,ARPD,finalpdfs/206.pdf
,,Agricultural,,ARPD,finalpdfs/207.pdf
,,Agricultural,,ARPD,finalpdfs/208.pdf
,,Agricultural,,ARPD,finalpdfs/209.pdf
,,Agricultural,,ARPD,finalpdfs/20.pdf
,,Agricultural,,ARPD,finalpdfs/210.pdf
,,Agricultural,,ARPD,finalpdfs/211.pdf
,,Agricultural,,ARPD,finalpdfs/212.pdf
,,Agricultural,,ARPD,finalpdfs/213.pdf
,,Agricultural,,ARPD,finalpdfs/214.pdf
,,Agricultural,,ARPD,finalpdfs/215.pdf
,,Agricultural,,ARPD,finalpdfs/216.pdf
,,Agricultural,,ARPD,finalpdfs/217.pdf
,,Agricultural,,ARPD,finalpdfs/218.pdf
,,Agricultural,,ARPD,finalpdfs/219.pdf
,,Agricultural,,ARPD,finalpdfs/21.pdf
,,Agricultural,,ARPD,finalpdfs/220.pdf
,,Agricultural,,ARPD,finalpdfs/221.pdf
,,Agricultural,,ARPD,finalpdfs/222.pdf
,,Agricultural,,ARPD,finalpdfs/223.pdf
,,Agricultural,,ARPD,finalpdfs/224.pdf
,,Agricultural,,ARPD,finalpdfs/225.pdf
,,Agricultural,,ARPD,finalpdfs/226.pdf
,,Agricultural,,ARPD,finalpdfs/227.pdf
,,Agricultural,,ARPD,finalpdfs/228.pdf
,,Agricultural,,ARPD,finalpdfs/229.pdf
,,Agricultural,,ARPD,finalpdfs/22.pdf
,,Agricultural,,ARPD,finalpdfs/230.pdf
,,Agricultural,,ARPD,finalpdfs/231.pdf
,,Agricultural,,ARPD,finalpdfs/232.pdf
,,Agricultural,,ARPD,finalpdfs/233.pdf
,,Agricultural,,ARPD,finalpdfs/234.pdf
,,Agricultural,,ARPD,finalpdfs/235.pdf
,,Agricultural,,ARPD,finalpdfs/236.pdf
,,Agricultural,,ARPD,finalpdfs/237.pdf
,,Agricultural,,ARPD,finalpdfs/238.pdf
,,Agricultural,,ARPD,finalpdfs/239.pdf
,,Agricultural,,ARPD,finalpdfs/23.pdf
,,Agricultural,,ARPD,finalpdfs/240.pdf
,,Agricultural,,ARPD,finalpdfs/241.pdf
,,Agricultural,,ARPD,finalpdfs/242.pdf
,,Agricultural,,ARPD,finalpdfs/243.pdf
,,Agricultural,,ARPD,finalpdfs/244.pdf
,,Agricultural,,ARPD,finalpdfs/245.pdf
,,Agricultural,,ARPD,finalpdfs/246.pdf
,,Agricultural,,ARPD,finalpdfs/247.pdf
,,Agricultural,,ARPD,finalpdfs/248.pdf
,,Agricultural,,ARPD,finalpdfs/249.pdf
,,Agricultural,,ARPD,finalpdfs/24.pdf
,,Agricultural,,ARPD,finalpdfs/250.pdf
,,Agricultural,,ARPD,finalpdfs/251.pdf
,,Agricultural,,ARPD,finalpdfs/252.pdf
,,Agricultural,,ARPD,finalpdfs/253.pdf
,,Agricultural,,ARPD,finalpdfs/254.pdf
,,Agricultural,,ARPD,finalpdfs/255.pdf
,,Agricultural,,ARPD,finalpdfs/256.pdf
,,Agricultural,,ARPD,finalpdfs/257.pdf
,,Agricultural,,ARPD,finalpdfs/258.pdf
,,Agricultural,,ARPD,finalpdfs/259.pdf
,,Agricultural,,ARPD,finalpdfs/25.pdf
,,Agricultural,,ARPD,finalpdfs/260.pdf
,,Agricultural,,ARPD,finalpdfs/261.pdf
,,Agricultural,,ARPD,finalpdfs/262.pdf
,,Agricultural,,ARPD,finalpdfs/263.pdf
,,Agricultural,,ARPD,finalpdfs/264.pdf
,,Agricultural,,ARPD,finalpdfs/265.pdf
,,Agricultural,,ARPD,finalpdfs/266.pdf
,,Agricultural,,ARPD,finalpdfs/267.pdf
,,Agricultural,,ARPD,finalpdfs/268.pdf
,,Agricultural,,ARPD,finalpdfs/269.pdf
,,Agricultural,,ARPD,finalpdfs/26.pdf
,,Agricultural,,ARPD,finalpdfs/270.pdf
,,Agricultural,,ARPD,finalpdfs/271.pdf
,,Agricultural,,ARPD,finalpdfs/272.pdf
,,Agricultural,,ARPD,finalpdfs/273.pdf
,,Agricultural,,ARPD,finalpdfs/274.pdf
,,Agricultural,,ARPD,finalpdfs/275.pdf
,,Agricultural,,ARPD,finalpdfs/276.pdf
,,Agricultural,,ARPD,finalpdfs/277.pdf
,,Agricultural,,ARPD,finalpdfs/278.pdf
,,Agricultural,,ARPD,finalpdfs/279.pdf
,,Agricultural,,ARPD,finalpdfs/27.pdf
,,Agricultural,,ARPD,finalpdfs/280.pdf
,,Agricultural,,ARPD,finalpdfs/281.pdf
,,Agricultural,,ARPD,finalpdfs/282.pdf
,,Agricultural,,ARPD,finalpdfs/283.pdf
,,Agricultural,,ARPD,finalpdfs/284.pdf
,,Agricultural,,ARPD,finalpdfs/285.pdf
,,Agricultural,,ARPD,finalpdfs/286.pdf
,,Agricultural,,ARPD,finalpdfs/287.pdf
,,Agricultural,,ARPD,finalpdfs/288.pdf
,,Agricultural,,ARPD,finalpdfs/289.pdf
